,away_team,date,home_team,score,time,url,matchId
0,Torino,Aug 13 2022,Monza,1 : 2,19:45,/Matches/1651426/Live/Italy-Serie-A-2022-2023-Monza-Torino,1651426
1,Inter,Aug 13 2022,Lecce,1 : 2,19:45,/Matches/1651431/Live/Italy-Serie-A-2022-2023-Lecce-Inter,1651431
2,Udinese,Aug 13 2022,AC Milan,4 : 2,17:30,/Matches/1651425/Live/Italy-Serie-A-2022-2023-AC-Milan-Udinese,1651425
3,Atalanta,Aug 13 2022,Sampdoria,0 : 2,17:30,/Matches/1651427/Live/Italy-Serie-A-2022-2023-Sampdoria-Atalanta,1651427
4,Roma,Aug 14 2022,Salernitana,0 : 1,19:45,/Matches/1651432/Live/Italy-Serie-A-2022-2023-Salernitana-Roma,1651432
5,Empoli,Aug 14 2022,Spezia,1 : 0,19:45,/Matches/1651430/Live/Italy-Serie-A-2022-2023-Spezia-Empoli,1651430
6,Bologna,Aug 14 2022,Lazio,2 : 1,17:30,/Matches/1651428/Live/Italy-Serie-A-2022-2023-Lazio-Bologna,1651428
7,Cremonese,Aug 14 2022,Fiorentina,3 : 2,17:30,/Matches/1651429/Live/Italy-Serie-A-2022-2023-Fiorentina-Cremonese,1651429
8,Napoli,Aug 15 2022,Verona,2 : 5,17:30,/Matches/1651423/Live/Italy-Serie-A-2022-2023-Verona-Napoli,1651423
9,Sassuolo,Aug 15 2022,Juventus,3 : 0,19:45,/Matches/1651424/Live/Italy-Serie-A-2022-2023-Juventus-Sassuolo,1651424
10,Lecce,Aug 20 2022,Sassuolo,1 : 0,19:45,/Matches/1651457/Live/Italy-Serie-A-2022-2023-Sassuolo-Lecce,1651457
11,Salernitana,Aug 20 2022,Udinese,0 : 0,17:30,/Matches/1651461/Live/Italy-Serie-A-2022-2023-Udinese-Salernitana,1651461
12,Spezia,Aug 20 2022,Inter,3 : 0,19:45,/Matches/1651449/Live/Italy-Serie-A-2022-2023-Inter-Spezia,1651449
13,Lazio,Aug 20 2022,Torino,0 : 0,17:30,/Matches/1651459/Live/Italy-Serie-A-2022-2023-Torino-Lazio,1651459
14,AC Milan,Aug 21 2022,Atalanta,1 : 1,19:45,/Matches/1651443/Live/Italy-Serie-A-2022-2023-Atalanta-AC-Milan,1651443
15,Fiorentina,Aug 21 2022,Empoli,0 : 0,17:30,/Matches/1651447/Live/Italy-Serie-A-2022-2023-Empoli-Fiorentina,1651447
16,Monza,Aug 21 2022,Napoli,4 : 0,17:30,/Matches/1651451/Live/Italy-Serie-A-2022-2023-Napoli-Monza,1651451
17,Verona,Aug 21 2022,Bologna,1 : 1,19:45,/Matches/1651445/Live/Italy-Serie-A-2022-2023-Bologna-Verona,1651445
18,Juventus,Aug 22 2022,Sampdoria,0 : 0,19:45,/Matches/1651455/Live/Italy-Serie-A-2022-2023-Sampdoria-Juventus,1651455
19,Cremonese,Aug 22 2022,Roma,1 : 0,17:30,/Matches/1651453/Live/Italy-Serie-A-2022-2023-Roma-Cremonese,1651453
20,Inter,Aug 26 2022,Lazio,3 : 1,19:45,/Matches/1651446/Live/Italy-Serie-A-2022-2023-Lazio-Inter,1651446
21,Udinese,Aug 26 2022,Monza,1 : 2,17:30,/Matches/1651452/Live/Italy-Serie-A-2022-2023-Monza-Udinese,1651452
22,Bologna,Aug 27 2022,AC Milan,2 : 0,19:45,/Matches/1651450/Live/Italy-Serie-A-2022-2023-AC-Milan-Bologna,1651450
23,Sassuolo,Aug 27 2022,Spezia,2 : 2,19:45,/Matches/1651456/Live/Italy-Serie-A-2022-2023-Spezia-Sassuolo,1651456
24,Torino,Aug 27 2022,Cremonese,1 : 2,17:30,/Matches/1651463/Live/Italy-Serie-A-2022-2023-Cremonese-Torino,1651463
25,Roma,Aug 27 2022,Juventus,1 : 1,17:30,/Matches/1651444/Live/Italy-Serie-A-2022-2023-Juventus-Roma,1651444
26,Napoli,Aug 28 2022,Fiorentina,0 : 0,19:45,/Matches/1651466/Live/Italy-Serie-A-2022-2023-Fiorentina-Napoli,1651466
27,Empoli,Aug 28 2022,Lecce,1 : 1,19:45,/Matches/1651448/Live/Italy-Serie-A-2022-2023-Lecce-Empoli,1651448
28,Atalanta,Aug 28 2022,Verona,0 : 1,17:30,/Matches/1651442/Live/Italy-Serie-A-2022-2023-Verona-Atalanta,1651442
29,Sampdoria,Aug 28 2022,Salernitana,4 : 0,17:30,/Matches/1651454/Live/Italy-Serie-A-2022-2023-Salernitana-Sampdoria,1651454
30,AC Milan,Aug 30 2022,Sassuolo,0 : 0,17:30,/Matches/1651470/Live/Italy-Serie-A-2022-2023-Sassuolo-AC-Milan,1651470
31,Cremonese,Aug 30 2022,Inter,3 : 1,19:45,/Matches/1651464/Live/Italy-Serie-A-2022-2023-Inter-Cremonese,1651464
32,Monza,Aug 30 2022,Roma,3 : 0,19:45,/Matches/1651468/Live/Italy-Serie-A-2022-2023-Roma-Monza,1651468
33,Verona,Aug 31 2022,Empoli,1 : 1,17:30,/Matches/1651462/Live/Italy-Serie-A-2022-2023-Empoli-Verona,1651462
34,Lazio,Aug 31 2022,Sampdoria,1 : 1,17:30,/Matches/1651469/Live/Italy-Serie-A-2022-2023-Sampdoria-Lazio,1651469
35,Lecce,Aug 31 2022,Napoli,1 : 1,19:45,/Matches/1651467/Live/Italy-Serie-A-2022-2023-Napoli-Lecce,1651467
36,Spezia,Aug 31 2022,Juventus,2 : 0,19:45,/Matches/1651465/Live/Italy-Serie-A-2022-2023-Juventus-Spezia,1651465
37,Fiorentina,Aug 31 2022,Udinese,1 : 0,17:30,/Matches/1651471/Live/Italy-Serie-A-2022-2023-Udinese-Fiorentina,1651471
38,Torino,Sep 1 2022,Atalanta,3 : 1,19:45,/Matches/1651458/Live/Italy-Serie-A-2022-2023-Atalanta-Torino,1651458
39,Salernitana,Sep 1 2022,Bologna,1 : 1,19:45,/Matches/1651460/Live/Italy-Serie-A-2022-2023-Bologna-Salernitana,1651460
40,Juventus,Sep 3 2022,Fiorentina,1 : 1,14:00,/Matches/1651473/Live/Italy-Serie-A-2022-2023-Fiorentina-Juventus,1651473
41,Napoli,Sep 3 2022,Lazio,1 : 2,19:45,/Matches/1651475/Live/Italy-Serie-A-2022-2023-Lazio-Napoli,1651475
42,Inter,Sep 3 2022,AC Milan,3 : 2,17:00,/Matches/1651476/Live/Italy-Serie-A-2022-2023-AC-Milan-Inter,1651476
43,Sampdoria,Sep 4 2022,Verona,2 : 1,17:00,/Matches/1651474/Live/Italy-Serie-A-2022-2023-Verona-Sampdoria,1651474
44,Roma,Sep 4 2022,Udinese,4 : 0,19:45,/Matches/1651481/Live/Italy-Serie-A-2022-2023-Udinese-Roma,1651481
45,Sassuolo,Sep 4 2022,Cremonese,0 : 0,11:30,/Matches/1651472/Live/Italy-Serie-A-2022-2023-Cremonese-Sassuolo,1651472
46,Bologna,Sep 4 2022,Spezia,2 : 2,14:00,/Matches/1651479/Live/Italy-Serie-A-2022-2023-Spezia-Bologna,1651479
47,Atalanta,Sep 5 2022,Monza,0 : 2,17:30,/Matches/1651477/Live/Italy-Serie-A-2022-2023-Monza-Atalanta,1651477
48,Lecce,Sep 5 2022,Torino,1 : 0,19:45,/Matches/1651480/Live/Italy-Serie-A-2022-2023-Torino-Lecce,1651480
49,Empoli,Sep 5 2022,Salernitana,2 : 2,17:30,/Matches/1651478/Live/Italy-Serie-A-2022-2023-Salernitana-Empoli,1651478
50,AC Milan,Sep 10 2022,Sampdoria,1 : 2,19:45,/Matches/1651790/Live/Italy-Serie-A-2022-2023-Sampdoria-AC-Milan,1651790
51,Spezia,Sep 10 2022,Napoli,1 : 0,14:00,/Matches/1651789/Live/Italy-Serie-A-2022-2023-Napoli-Spezia,1651789
52,Torino,Sep 10 2022,Inter,1 : 0,17:00,/Matches/1651785/Live/Italy-Serie-A-2022-2023-Inter-Torino,1651785
53,Cremonese,Sep 11 2022,Atalanta,1 : 1,11:30,/Matches/1651782/Live/Italy-Serie-A-2022-2023-Atalanta-Cremonese,1651782
54,Udinese,Sep 11 2022,Sassuolo,1 : 3,14:00,/Matches/1651791/Live/Italy-Serie-A-2022-2023-Sassuolo-Udinese,1651791
55,Verona,Sep 11 2022,Lazio,2 : 0,17:00,/Matches/1651787/Live/Italy-Serie-A-2022-2023-Lazio-Verona,1651787
56,Fiorentina,Sep 11 2022,Bologna,2 : 1,14:00,/Matches/1651783/Live/Italy-Serie-A-2022-2023-Bologna-Fiorentina,1651783
57,Salernitana,Sep 11 2022,Juventus,2 : 2,19:45,/Matches/1651786/Live/Italy-Serie-A-2022-2023-Juventus-Salernitana,1651786
58,Monza,Sep 11 2022,Lecce,1 : 1,14:00,/Matches/1651788/Live/Italy-Serie-A-2022-2023-Lecce-Monza,1651788
59,Roma,Sep 12 2022,Empoli,1 : 2,19:45,/Matches/1651784/Live/Italy-Serie-A-2022-2023-Empoli-Roma,1651784
60,Lecce,Sep 16 2022,Salernitana,1 : 2,19:45,/Matches/1651798/Live/Italy-Serie-A-2022-2023-Salernitana-Lecce,1651798
61,Empoli,Sep 17 2022,Bologna,0 : 1,14:00,/Matches/1651792/Live/Italy-Serie-A-2022-2023-Bologna-Empoli,1651792
62,Sassuolo,Sep 17 2022,Torino,0 : 1,19:45,/Matches/1651800/Live/Italy-Serie-A-2022-2023-Torino-Sassuolo,1651800
63,Sampdoria,Sep 17 2022,Spezia,2 : 1,17:00,/Matches/1651799/Live/Italy-Serie-A-2022-2023-Spezia-Sampdoria,1651799
64,Lazio,Sep 18 2022,Cremonese,0 : 4,14:00,/Matches/1651793/Live/Italy-Serie-A-2022-2023-Cremonese-Lazio,1651793
65,Atalanta,Sep 18 2022,Roma,0 : 1,17:00,/Matches/1651797/Live/Italy-Serie-A-2022-2023-Roma-Atalanta,1651797
66,Napoli,Sep 18 2022,AC Milan,1 : 2,19:45,/Matches/1651795/Live/Italy-Serie-A-2022-2023-AC-Milan-Napoli,1651795
67,Juventus,Sep 18 2022,Monza,1 : 0,14:00,/Matches/1651796/Live/Italy-Serie-A-2022-2023-Monza-Juventus,1651796
68,Inter,Sep 18 2022,Udinese,3 : 1,11:30,/Matches/1651801/Live/Italy-Serie-A-2022-2023-Udinese-Inter,1651801
69,Verona,Sep 18 2022,Fiorentina,2 : 0,14:00,/Matches/1651794/Live/Italy-Serie-A-2022-2023-Fiorentina-Verona,1651794
70,Roma,Oct 1 2022,Inter,1 : 2,17:00,/Matches/1651515/Live/Italy-Serie-A-2022-2023-Inter-Roma,1651515
71,Torino,Oct 1 2022,Napoli,3 : 1,14:00,/Matches/1651519/Live/Italy-Serie-A-2022-2023-Napoli-Torino,1651519
72,AC Milan,Oct 1 2022,Empoli,1 : 3,19:45,/Matches/1651513/Live/Italy-Serie-A-2022-2023-Empoli-AC-Milan,1651513
73,Cremonese,Oct 2 2022,Lecce,1 : 1,14:00,/Matches/1651518/Live/Italy-Serie-A-2022-2023-Lecce-Cremonese,1651518
74,Bologna,Oct 2 2022,Juventus,3 : 0,19:45,/Matches/1651516/Live/Italy-Serie-A-2022-2023-Juventus-Bologna,1651516
75,Fiorentina,Oct 2 2022,Atalanta,1 : 0,17:00,/Matches/1651512/Live/Italy-Serie-A-2022-2023-Atalanta-Fiorentina,1651512
76,Spezia,Oct 2 2022,Lazio,4 : 0,11:30,/Matches/1651517/Live/Italy-Serie-A-2022-2023-Lazio-Spezia,1651517
77,Monza,Oct 2 2022,Sampdoria,0 : 3,14:00,/Matches/1651520/Live/Italy-Serie-A-2022-2023-Sampdoria-Monza,1651520
78,Salernitana,Oct 2 2022,Sassuolo,5 : 0,14:00,/Matches/1651521/Live/Italy-Serie-A-2022-2023-Sassuolo-Salernitana,1651521
79,Udinese,Oct 3 2022,Verona,1 : 2,19:45,/Matches/1651514/Live/Italy-Serie-A-2022-2023-Verona-Udinese,1651514
80,Inter,Oct 8 2022,Sassuolo,1 : 2,14:00,/Matches/1651529/Live/Italy-Serie-A-2022-2023-Sassuolo-Inter,1651529
81,Juventus,Oct 8 2022,AC Milan,2 : 0,17:00,/Matches/1651525/Live/Italy-Serie-A-2022-2023-AC-Milan-Juventus,1651525
82,Sampdoria,Oct 8 2022,Bologna,1 : 1,19:45,/Matches/1651522/Live/Italy-Serie-A-2022-2023-Bologna-Sampdoria,1651522
83,Lecce,Oct 9 2022,Roma,2 : 1,19:45,/Matches/1651527/Live/Italy-Serie-A-2022-2023-Roma-Lecce,1651527
84,Empoli,Oct 9 2022,Torino,1 : 1,11:30,/Matches/1651530/Live/Italy-Serie-A-2022-2023-Torino-Empoli,1651530
85,Napoli,Oct 9 2022,Cremonese,1 : 4,17:00,/Matches/1651523/Live/Italy-Serie-A-2022-2023-Cremonese-Napoli,1651523
86,Verona,Oct 9 2022,Salernitana,2 : 1,14:00,/Matches/1651528/Live/Italy-Serie-A-2022-2023-Salernitana-Verona,1651528
